"","Bridge_ID","Built_Year","County_Code","Deck_Cond","Superstructure_Cond","Substructure_Cond","Operating_Rating"
"3193","B20005900000000",1973,39,"7","5","6",67
"3194","B20006000000000",1973,39,"5","6","6",44.1
"3195","B20006100000000",1972,39,"N","N","N",53.9
"3196","B20006200000000",2003,39,"7","8","8",73.5
"3197","B20006300000000",2003,39,"7","8","7",73.5
"3198","B20006400000000",1999,39,"6","6","8",73.5
"3199","B20006500000000",1972,39,"5","7","6",58.8
"3200","B20006600000000",1995,39,"7","7","7",70.2
"3201","B20006700000000",1996,39,"7","8","7",62.1
"3202","B20006800000000",1996,39,"7","8","7",70.2
"3203","B20006900000000",2005,39,"7","8","8",78.4
"3204","B20007000000000",2005,39,"7","8","8",84.9
"3205","B20007100000000",2005,39,"7","8","7",84.9
"3206","B20007300000000",2010,39,"7","7","8",88.2
"3207","B20007400000000",1978,39,"8","6","7",52.3
"3208","B20007500000000",1987,39,"N","N","N",53.9
"3209","B20007600000000",1991,39,"8","8","8",58.8
"3210","B20007700000000",1978,39,"5","5","7",55.5
"3211","B20007800000000",1987,39,"7","8","7",42.5
"3212","B20007900000000",1978,39,"5","6","5",73.5
"3213","B20008000000000",1981,39,"6","6","7",52.3
"3214","B20008100000000",1978,39,"9","6","6",62.1
"3215","B20008200000000",1979,39,"6","7","7",73.5
"3216","B20008300000000",1981,39,"5","5","7",57.2
"3217","B20008400000000",1981,39,"5","5","5",58.8
"3218","B20008500000000",1929,39,"7","5","5",67
"3219","B20008600000000",1984,39,"N","N","N",53.9
"3220","B20008700000000",1984,39,"6","6","8",52.3
"3221","B20008800000000",1984,39,"N","N","N",53.9
"3222","B20008900000000",1985,39,"6","6","6",53.9
"3223","B20009000000000",1986,39,"5","5","6",40.8
"3224","B20009100000000",1986,39,"6","6","7",40.8
"3225","B20009200000000",1987,39,"7","7","8",55.5
"3226","B20009300000000",1987,39,"7","7","7",67
"3227","B20009400000000",1987,39,"7","7","8",75.1
"3228","B20009500000000",1988,39,"7","7","8",62.1
"3229","B20009600000000",1989,39,"6","6","7",76.7
"3230","B20009700000000",1993,39,"7","7","8",60.4
"3231","B20009800000000",1989,39,"6","6","7",62.1
"3232","B20009900000000",1989,39,"6","6","8",65.3
"3233","B20010000000000",1989,39,"5","5","6",58.8
"3234","B20010100000000",1990,39,"7","7","7",45.7
"3235","B20010200000000",1991,39,"7","8","6",67
"3236","B20010300000000",1991,39,"6","6","7",65.3
"3237","B20010400000000",1991,39,"8","7","6",57.2
"3238","B20010500000000",1991,39,"6","6","8",68.6
"3239","B20010600000000",1992,39,"5","5","5",67
"3240","B20010700000000",1992,39,"5","5","6",81.6
"3241","B20010800000000",1992,39,"5","5","8",81.6
"3242","B20010900000000",1992,39,"8","8","8",62.1
"3243","B20011000000000",1995,39,"7","8","8",76.7
"3244","B20011100000000",2009,39,"7","8","6",80
"3245","B20011200000000",2009,39,"8","8","8",75.1
"3246","B20011300000000",2005,39,"8","8","8",80
"3247","B20011400000000",1999,39,"N","N","N",53.9
"3248","B20011700000000",1999,39,"7","8","6",70.2
"3249","B20011800000000",1999,39,"7","8","6",68.6
"3250","B20011900000000",2001,39,"7","8","8",70.2
"3251","B20012000000000",1996,39,"7","8","8",62.1
"3252","B20012100000000",1997,39,"8","8","8",57.2
"3253","B20012200000000",1995,39,"7","7","8",58.8
"3254","B20012400000000",2001,39,"6","6","8",71.8
"3255","B20012500000000",2005,39,"7","8","8",71.8
"3256","B20012600000000",2004,39,"7","8","8",71.8
"3257","B20012700000000",1996,39,"7","8","8",71.8
"3258","B20012800000000",1996,39,"8","8","8",60.4
"3259","B20012900000000",1996,39,"6","6","7",65.3
"3260","B20013000000000",1996,39,"7","7","8",70.2
"3261","B20013100000000",1999,39,"N","N","N",53.9
"3262","B20013300000000",2003,39,"6","8","7",78.4
"3263","B20013400000000",2003,39,"6","8","7",78.4
"3264","B20013500000000",2003,39,"7","8","7",84.9
"3265","B20013600000000",2003,39,"6","8","7",86.5
"3266","B20013700000000",2003,39,"7","7","7",86.5
"3267","B20013800000000",2003,39,"7","8","8",94.7
"3268","B20014100000000",2003,39,"7","8","8",81.6
"3269","B20014200000000",2003,39,"7","8","8",81.6
"3270","B20014300000000",2001,39,"7","8","7",63.7
"3271","B20014400000000",2000,39,"7","7","7",63.7
"3272","B20014500000000",2004,39,"7","8","8",67
"3273","B20014600000000",2005,39,"7","8","8",67
"3274","B20014700000000",2004,39,"8","7","7",83.3
"3275","B20014800000000",2004,39,"8","8","8",99.9
"3276","B20014900000000",2004,39,"7","8","8",99.9
"3277","B20015000000000",2003,39,"7","7","8",75.1
"3278","B20015100000000",2003,39,"7","7","7",75.1
"3279","B20015200000000",2003,39,"7","8","8",93.1
"3280","B20015300000000",2003,39,"7","8","8",93.1
"3281","B20015400000000",1954,39,"N","N","N",32.7
"3282","B20015500000000",2003,39,"7","7","9",63.7
"3283","B20015700000000",2005,39,"7","7","7",53.9
"3284","B20015800000000",2004,39,"7","8","7",50.6
"3285","B20015900000000",2004,39,"7","8","7",50.6
"3286","B20016000000000",2003,39,"7","7","7",62.1
"3287","B20016100000000",2003,39,"7","7","7",65.3
"3288","B20016200000000",2006,39,"7","8","8",76.7
"3289","B20016300000000",2006,39,"7","8","8",67
"3290","B20016400000000",2008,39,"8","8","8",98
"3291","B20016500000000",2008,39,"8","8","8",98
"3292","B20016600000000",2007,39,"7","8","8",68.6
"3293","B20016800000000",2008,39,"7","8","8",71.8
"3294","B20016900000000",2008,39,"7","8","7",76.7
"3295","B20017000000000",2008,39,"7","8","8",99.9
"3296","B20017300000000",2010,39,"7","7","8",84.9
"3297","B20017400000000",2010,39,"N","N","N",53.9
"3298","B20017500000000",2006,39,"6","6","9",71.8
"3299","B20017600000000",2006,39,"8","8","8",78.4
"3300","B20017700000000",2008,39,"8","8","8",83.3
"3301","B20017800000000",2008,39,"8","8","8",91.4
"3302","B20017900000000",2004,39,"N","8","8",71.8
"3303","B20018000000000",2005,39,"9","9","9",62.1
"3304","B20018100000000",2004,39,"N","N","N",53.9
"3305","B20018200000000",2007,39,"7","8","8",60.4
"3306","B20018300000000",2006,39,"N","N","N",53.9
"3307","B20018400000000",2006,39,"7","8","7",99.6
"3308","B20018500000000",2006,39,"8","8","8",83.3
"3309","B20018600000000",2006,39,"7","7","9",81.6
"3310","B20018700000000",2007,39,"7","7","9",71.8
"3311","B20018800000000",2007,39,"7","7","9",75.1
"3312","B20019000000000",2009,39,"7","9","7",47.6
"3313","B20020000000000",2009,39,"7","7","7",45
"3314","B20020100000000",2009,39,"8","8","9",47.3
"3315","B20020600000000",2010,39,"8","8","8",45
"3316","B20020700000000",2010,39,"7","7","8",44.7
"3317","B20020800000000",2009,39,"7","7","9",48
"3318","B20020900000000",2009,39,"7","7","9",47
"3319","B20021100000000",2011,39,"7","8","9",53.8
"3320","B20021200000000",1972,39,"N","N","N",53.9
"3321","B20021600000000",2011,39,"9","9","9",53.1
"3322","B20021700000000",2012,39,"7","7","9",50.5
"3323","B20022500000000",2013,39,"9","9","9",52.2
"3324","B20022700000000",2016,39,"8","8","8",50.9
"3325","B20022800000000",2013,39,"7","7","9",45.4
"3326","B20022900000000",2014,39,"9","9","9",47.6
"3327","B20023000000000",2018,39,"8","8","8",45.7
"3328","B20023100000000",2019,39,"8","8","8",44.4
"3329","B20023200000000",2015,39,"N","N","N",54.5
"3330","B20024800000000",1993,39,"N","N","N",44
"3331","B20065100000000",1931,39,"7","6","5",99.9
"3332","B20066100000000",1932,39,"6","6","5",65.3
"3333","B20066300000000",1932,39,"6","6","5",65.3
"3334","B20066400000000",1932,39,"6","6","5",73.5
"3335","B20066900000000",1932,39,"7","6","5",65.3
"3336","B20067600000000",1929,39,"5","3","5",42.5
"3337","B20067800000000",1929,39,"5","6","5",44.1
"3338","B20067900000000",1929,39,"5","5","5",37.6
"3339","B20068000000000",1927,39,"4","5","3",35.9
"3340","B20068200000000",1923,39,"5","5","5",39.2
"3341","B20068600000000",1925,39,"5","5","5",35.9
"3342","B20068700000000",1930,39,"5","5","6",37.6
"3343","B20068800000000",1921,39,"5","5","5",31
"3344","B20068900000000",2006,39,"8","8","9",78.4
"3345","B20383200000000",2008,39,"7","8","7",78.4
"3346","B20383300000000",2004,39,"6","8","7",39.2
"3347","B20383400000000",1984,39,"N","N","N",53.9
"3348","B20383500000000",1992,39,"N","N","N",53.9
"3349","B20383600000000",2005,39,"N","N","N",53.9
"3350","B20383700000000",2009,39,"N","N","N",50.2
"3351","B20383800000000",1951,39,"N","N","N",53.9
"3352","B21000100000000",1960,41,"6","6","6",50.6
"3353","B21000200000000",1962,41,"4","7","7",52.3
"3354","B21000300000000",1970,41,"6","8","5",63.7
"3355","B21000500000000",1976,41,"7","8","7",37.6
"3356","B21000600000000",1977,41,"N","N","N",53.9
"3357","B21000700000000",1979,41,"5","5","7",50.6
"3358","B21000800000000",1979,41,"6","7","7",63.7
"3359","B21000900000000",1982,41,"N","N","N",53.9
"3360","B21001000000000",1984,41,"6","6","7",73.5
"3361","B21001100000000",1988,41,"5","5","6",60.4
"3362","B21001200000000",1987,41,"7","7","7",57.2
"3363","B21001300000000",1989,41,"6","6","7",76.7
"3364","B21001400000000",1987,41,"N","N","N",53.9
"3365","B21001500000000",1992,41,"7","7","7",65.3
"3366","B21001600000000",1995,41,"7","7","8",67
"3367","B21001700000000",2001,41,"7","7","7",68.6
"3368","B21001800000000",2001,41,"6","6","7",68.6
"3369","B21001900000000",1999,41,"6","8","7",70.2
"3370","B21002100000000",2001,41,"7","7","7",57.2
"3371","B21002200000000",2003,41,"7","7","7",81.6
"3372","B21002300000000",2007,41,"7","7","7",88.2
"3373","B21002400000000",2007,41,"7","7","7",60.4
"3374","B21002600000000",2011,41,"8","8","8",42.4
"3375","B21002700000000",2012,41,"7","7","7",47
"3376","B21002800000000",2019,41,"9","9","9",46.7
"3377","B21002900000000",2019,41,"9","9","9",48
"3378","B21003000000000",2019,41,"7","7","8",48.6
"3379","B22000700000000",1948,43,"4","5","5",47.4
"3380","B22001000000000",1949,43,"7","5","7",22.9
"3381","B22001300000000",1950,43,"5","4","6",52.3
"3382","B22002000000000",1950,43,"6","3","6",53.9
"3383","B22002100000000",1950,43,"5","6","5",40.8
"3384","B22002300000000",1950,43,"N","N","N",53.9
"3385","B22002500000000",1951,43,"N","N","N",53.9
"3386","B22002600000000",1951,43,"6","5","6",57.2
"3387","B22002700000000",1951,43,"N","N","N",53.9
"3388","B22002800000000",1952,43,"5","6","6",37.6
"3389","B22002900000000",1952,43,"N","N","N",53.9
"3390","B22003000000000",1952,43,"6","6","6",65.3
"3391","B22003300000000",1952,43,"7","7","7",58.8
"3392","B22003400000000",1952,43,"5","5","6",52.3
"3393","B22003600000000",1954,43,"N","N","N",53.9
"3394","B22003900000000",1956,43,"5","5","6",26.1
"3395","B22004000000000",1958,43,"3","3","5",44.1
"3396","B22004100000000",1958,43,"N","N","N",53.9
"3397","B22004300000000",1959,43,"N","N","N",53.9
"3398","B22004600000000",1958,43,"4","4","5",40.8
"3399","B22004800000000",1961,43,"6","6","6",31
"3400","B22004900000000",1961,43,"7","7","7",34.3
"3401","B22005000000000",1962,43,"7","7","8",18
"3402","B22005100000000",1962,43,"6","6","6",37.6
"3403","B22005200000000",1962,43,"6","6","7",42.5
"3404","B22005300000000",1963,43,"6","6","4",65.3
"3405","B22005400000000",1974,43,"N","N","N",53.9
"3406","B22005500000000",1977,43,"6","6","7",26.1
"3407","B22005600000000",1977,43,"7","7","7",40.8
"3408","B22005700000000",1978,43,"N","N","N",53.9
"3409","B22005800000000",1979,43,"7","8","7",68.6
"3410","B22005900000000",1980,43,"7","7","7",80
"3411","B22006000000000",1982,43,"6","6","6",62.1
"3412","B22006100000000",1981,43,"7","7","7",68.6
"3413","B22006200000000",1981,43,"6","6","7",58.8
"3414","B22006300000000",1982,43,"7","7","7",57.2
"3415","B22006400000000",1981,43,"7","7","7",53.9
"3416","B22006500000000",1981,43,"7","7","7",65.3
"3417","B22006600000000",1982,43,"7","7","8",60.4
"3418","B22006700000000",1982,43,"7","7","7",55.5
"3419","B22006800000000",1982,43,"7","7","8",58.8
"3420","B22006900000000",1982,43,"7","7","8",62.1
"3421","B22007000000000",1982,43,"7","8","8",32.7
"3422","B22007100000000",1984,43,"4","8","7",65.3
"3423","B22007200000000",1984,43,"7","7","7",70.2
"3424","B22007300000000",1984,43,"7","7","8",42.5
"3425","B22007400000000",1983,43,"6","8","8",67
"3426","B22007500000000",1984,43,"7","7","7",71.8
"3427","B22007600000000",1984,43,"7","8","7",52.3
"3428","B22007700000000",1984,43,"7","7","8",55.5
"3429","B22007800000000",1984,43,"N","N","N",53.9
"3430","B22007900000000",1985,43,"N","N","N",53.9
"3431","B22008000000000",1985,43,"N","N","N",53.9
"3432","B22008100000000",1984,43,"7","7","7",58.8
"3433","B22008200000000",1985,43,"7","8","8",62.1
"3434","B22008300000000",1986,43,"7","8","8",42.5
"3435","B22008400000000",1986,43,"7","7","8",62.1
"3436","B22008500000000",1986,43,"7","7","7",68.6
"3437","B22008600000000",1986,43,"7","8","7",62.1
"3438","B22008700000000",1986,43,"6","6","7",71.8
"3439","B22008800000000",1987,43,"6","8","7",50.6
"3440","B22008900000000",1987,43,"7","8","8",67
"3441","B22009000000000",1987,43,"7","8","8",65.3
"3442","B22009100000000",1987,43,"N","N","N",53.9
"3443","B22009300000000",1999,43,"6","6","7",68.6
"3444","B22009400000000",1989,43,"6","7","7",70.2
"3445","B22009500000000",1987,43,"7","7","8",62.1
"3446","B22009600000000",1988,43,"7","7","8",55.5
"3447","B22009700000000",1988,43,"7","6","6",75.1
"3448","B22009800000000",1988,43,"6","6","8",65.3
"3449","B22009900000000",1988,43,"6","6","8",62.1
"3450","B22010000000000",1988,43,"7","7","8",62.1
"3451","B22010100000000",1989,43,"7","7","8",70.2
"3452","B22010200000000",1989,43,"7","7","7",60.4
"3453","B22010300000000",1990,43,"8","8","8",60.4
"3454","B22010400000000",1989,43,"7","7","7",67
"3455","B22010500000000",1989,43,"7","8","8",62.1
"3456","B22010600000000",1997,43,"N","N","N",53.9
"3457","B22010700000000",1997,43,"7","7","8",80
"3458","B22010800000000",1997,43,"7","8","7",76.7
"3459","B22010900000000",1990,43,"7","8","7",58.8
"3460","B22011000000000",1992,43,"5","5","7",58.8
"3461","B22011100000000",1992,43,"7","7","7",50.6
"3462","B22011400000000",2018,43,"8","8","8",48.6
"3463","B22011500000000",1991,43,"8","8","8",76.7
"3464","B22011600000000",1991,43,"7","7","8",71.8
"3465","B22011700000000",1991,43,"7","7","8",71.8
"3466","B22011800000000",1989,43,"N","N","N",53.9
"3467","B22011900000000",1990,43,"7","8","8",67
"3468","B22012000000000",1993,43,"7","8","7",65.3
"3469","B22012100000000",1991,43,"7","7","8",63.7
"3470","B22012200000000",1993,43,"7","8","7",60.4
"3471","B22012300000000",1994,43,"7","7","7",60.4
"3472","B22012400000000",1993,43,"7","7","7",94.7
"3473","B22012500000000",1994,43,"7","7","7",84.9
"3474","B22012600000000",1992,43,"7","8","8",57.2
"3475","B22012700000000",1992,43,"6","6","7",75.1
"3476","B22012800000000",1992,43,"7","7","8",62.1
"3477","B22012900000000",1990,43,"N","N","N",53.9
"3478","B22013000000000",1992,43,"7","8","8",62.1
"3479","B22013100000000",1992,43,"7","7","8",73.5
"3480","B22013200000000",1992,43,"7","7","8",63.7
"3481","B22013300000000",1994,43,"7","8","8",65.3
"3482","B22013400000000",1997,43,"6","7","7",80
"3483","B22013500000000",1998,43,"7","7","8",71.8
"3484","B22013600000000",1993,43,"7","7","7",60.4
"3485","B22013700000000",1988,43,"N","N","N",53.9
"3486","B22013800000000",1993,43,"7","7","8",70.2
"3487","B22013900000000",1999,43,"7","7","7",52.3
"3488","B22014000000000",1999,43,"7","7","7",60.4
"3489","B22014100000000",1999,43,"7","7","7",68.6
"3490","B22014200000000",1993,43,"7","8","7",75.1
"3491","B22014300000000",1996,43,"6","6","7",67
"3492","B22014400000000",1935,43,"7","7","5",68.6
"3493","B22014500000000",1994,43,"7","7","8",63.7
"3494","B22014600000000",1994,43,"7","7","8",70.2
"3495","B22014700000000",1994,43,"7","7","8",63.7
"3496","B22014800000000",1995,43,"7","7","8",68.6
"3497","B22014900000000",1994,43,"7","8","8",63.7
"3498","B22015000000000",1994,43,"8","8","7",68.6
"3499","B22015100000000",1992,43,"N","N","N",53.9
"3500","B22015200000000",1992,43,"N","N","N",53.9
"3501","B22015300000000",1992,43,"N","N","N",53.9
"3502","B22015500000000",1996,43,"8","8","8",75.1
"3503","B22015600000000",1995,43,"7","7","8",65.3
"3504","B22015700000000",1994,43,"8","8","7",63.7
"3505","B22015800000000",1995,43,"7","7","8",55.5
"3506","B22015900000000",1996,43,"8","8","8",65.3
"3507","B22016000000000",1996,43,"7","7","8",63.7
"3508","B22016100000000",1996,43,"8","8","8",63.7
"3509","B22016200000000",1996,43,"7","7","7",68.6
"3510","B22016300000000",1994,43,"N","N","N",53.9
"3511","B22016400000000",1999,43,"7","7","8",63.7
"3512","B22016500000000",1999,43,"7","7","8",63.7
"3513","B22016600000000",1999,43,"7","7","8",63.7
"3514","B22016700000000",1996,43,"8","8","8",65.3
"3515","B22016800000000",1996,43,"7","7","6",70.2
"3516","B22016900000000",1996,43,"8","8","8",60.4
"3517","B22017000000000",1997,43,"7","7","8",57.2
"3518","B22017100000000",1997,43,"7","7","7",58.8
"3519","B22017200000000",1998,43,"8","8","8",70.2
"3520","B22017300000000",1998,43,"8","8","8",60.4
"3521","B22017400000000",1998,43,"7","7","8",58.8
"3522","B22017500000000",1998,43,"7","7","8",65.3
"3523","B22017600000000",1998,43,"7","8","7",70.2
"3524","B22017700000000",1999,43,"7","7","7",62.1
"3525","B22017800000000",1999,43,"7","8","7",71.8
"3526","B22017900000000",2000,43,"7","8","8",65.3
"3527","B22018000000000",1998,43,"7","8","8",58.8
"3528","B22018100000000",1998,43,"7","7","8",73.5
"3529","B22018200000000",1998,43,"7","8","7",65.3
"3530","B22018300000000",1998,43,"N","N","N",53.9
"3531","B22018400000000",1999,43,"8","8","8",53.9
"3532","B22018500000000",2000,43,"8","8","8",68.6
"3533","B22018600000000",2000,43,"8","8","8",55.5
"3534","B22018700000000",2001,43,"8","8","8",55.5
"3535","B22018800000000",2001,43,"7","7","7",67
"3536","B22018900000000",2001,43,"7","7","8",70.2
"3537","B22019000000000",2000,43,"8","8","8",65.3
"3538","B22019100000000",2000,43,"7","7","8",57.2
"3539","B22019200000000",2001,43,"7","7","8",75.1
"3540","B22019300000000",2009,43,"7","8","8",52.8
"3541","B22019400000000",2005,43,"7","7","7",75.1
"3542","B22019500000000",2005,43,"7","8","8",63.7
"3543","B22019600000000",2005,43,"7","8","8",53.9
"3544","B22019700000000",2006,43,"7","7","7",67
"3545","B22019800000000",2006,43,"7","7","7",67
"3546","B22019900000000",2005,43,"7","8","7",99.9
"3547","B22020000000000",2005,43,"7","7","7",99.9
"3548","B22020100000000",2002,43,"7","7","7",70.2
"3549","B22020200000000",2004,43,"7","7","7",89.8
"3550","B22020300000000",2003,43,"7","7","7",76.7
"3551","B22020400000000",2004,43,"7","7","8",83.3
"3552","B22020500000000",2004,43,"7","7","7",80
"3553","B22020600000000",2004,43,"7","8","7",80
"3554","B22020800000000",2002,43,"7","8","7",65.3
"3555","B22020900000000",2002,43,"7","8","5",70.2
"3556","B22021000000000",2010,43,"7","7","8",46.7
"3557","B22021100000000",2010,43,"7","7","8",44.7
"3558","B22021200000000",2001,43,"8","8","8",62.1
"3559","B22021300000000",2000,43,"7","7","7",63.7
"3560","B22021400000000",2002,43,"7","7","8",60.4
"3561","B22021500000000",2003,43,"8","8","8",58.8
"3562","B22021600000000",2003,43,"7","7","7",60.4
"3563","B22021800000000",2000,43,"N","N","N",53.9
"3564","B22021900000000",1999,43,"N","N","N",53.9
"3565","B22022000000000",2005,43,"7","7","8",60.4
"3566","B22022100000000",2003,43,"8","8","7",68.6
"3567","B22022200000000",2002,43,"8","8","8",57.2
"3568","B22022300000000",2003,43,"7","7","8",71.8
"3569","B22022400000000",2003,43,"8","8","8",58.8
"3570","B22022500000000",2009,43,"N","N","N",53.9
"3571","B22022600000000",2009,43,"7","7","7",84.9
"3572","B22022700000000",2006,43,"7","7","7",99.9
"3573","B22022800000000",2011,43,"7","8","7",52.3
"3574","B22022900000000",2003,43,"7","7","7",62.1
"3575","B22023000000000",2003,43,"7","7","8",65.3
"3576","B22023100000000",2001,43,"N","N","N",53.9
"3577","B22023200000000",2001,43,"N","N","N",53.9
"3578","B22023300000000",2003,43,"7","8","7",78.4
"3579","B22023400000000",2003,43,"8","8","8",67
"3580","B22023600000000",2001,43,"N","N","N",53.9
"3581","B22023700000000",1930,43,"N","N","N",53.9
"3582","B22023800000000",2004,43,"8","8","8",65.3
"3583","B22023900000000",2004,43,"8","8","8",58.8
"3584","B22024000000000",2005,43,"8","8","8",62.1
"3585","B22024100000000",2004,43,"N","N","N",53.9
"3586","B22024200000000",2005,43,"7","7","8",68.6
"3587","B22024300000000",2005,43,"7","7","8",68.6
"3588","B22024400000000",2005,43,"8","8","8",62.1
"3589","B22024500000000",2005,43,"8","8","8",62.1
"3590","B22024600000000",2005,43,"8","8","8",67
"3591","B22024700000000",2005,43,"7","8","8",99.6
"3592","B22024800000000",2006,43,"8","8","7",96.3
"3593","B22024900000000",2007,43,"8","8","8",62.1
"3594","B22025000000000",2006,43,"7","7","8",62.1
"3595","B22025100000000",2005,43,"8","8","8",63.7
"3596","B22025200000000",2005,43,"8","8","8",67
"3597","B22025300000000",2006,43,"7","7","8",58.8
"3598","B22025400000000",2005,43,"8","8","8",65.3
"3599","B22025500000000",2005,43,"7","8","8",70.2
"3600","B22025600000000",2004,43,"7","7","8",65.3
"3601","B22025700000000",2005,43,"7","7","8",62.1
"3602","B22025800000000",2006,43,"7","8","8",89.8
"3603","B22025900000000",2008,43,"8","8","8",68.6
"3604","B22026000000000",2010,43,"8","8","8",50.2
"3605","B22026100000000",2008,43,"7","7","8",70.2
"3606","B22026200000000",2009,43,"8","8","8",46.7
"3607","B22026300000000",2010,43,"8","8","8",50.2
"3608","B22026400000000",2009,43,"8","8","8",46.3
"3609","B22026500000000",2010,43,"8","8","8",45.7
"3610","B22026600000000",2008,43,"8","8","8",78.4
"3611","B22026700000000",2009,43,"8","8","8",75.1
"3612","B22026800000000",2012,43,"8","8","8",48.9
"3613","B22026900000000",2009,43,"8","8","8",70.2
"3614","B22027000000000",2010,43,"7","7","8",47
"3615","B22027100000000",2010,43,"N","N","N",53.9
"3616","B22027200000000",2016,43,"8","8","8",56.1
"3617","B22027300000000",2015,43,"8","8","8",49.6
"3618","B22027400000000",2011,43,"8","8","8",50.5
"3619","B22027500000000",2012,43,"N","N","N",54.5
"3620","B22027600000000",2013,43,"8","9","8",43.7
"3621","B22027700000000",2012,43,"8","8","8",45.4
"3622","B22027800000000",2012,43,"8","8","7",53.8
"3623","B22027900000000",2013,43,"8","8","8",52.8
"3624","B22028000000000",2014,43,"8","8","8",48
"3625","B22028100000000",2014,43,"8","8","8",44.7
"3626","B22028200000000",2014,43,"8","9","9",59.9
"3627","B22028300000000",2014,43,"8","8","8",58.3
"3628","B22028400000000",2014,43,"9","9","9",46.3
"3629","B22028500000000",2014,43,"8","8","8",49.6
"3630","B22028600000000",2018,43,"8","8","8",61.9
"3631","B22034600000000",1937,43,"6","8","6",62.1
"3632","B22061500000000",1939,43,"6","6","6",68.6
"3633","B22061600000000",1939,43,"6","6","6",32.7
"3634","B22061700000000",1939,43,"5","6","7",50.6
"3635","B22070200000000",1940,43,"7","7","5",67
"3636","B22082700000000",1948,43,"6","4","4",70.2
"3637","B22085300000000",1932,43,"6","6","5",40.8
"3638","B22085400000000",1958,43,"6","6","5",37.6
"3639","B23001000000000",1954,45,"5","5","6",50.6
"3640","B23001100000000",1978,45,"5","5","6",49
"3641","B23001200000000",1955,45,"7","7","6",65.3
"3642","B23001300000000",1976,45,"5","5","4",65.3
"3643","B23001500000000",1956,45,"7","6","5",57.2
"3644","B23001900000000",1958,45,"N","N","N",53.9
"3645","B23002000000000",1958,45,"N","N","N",32.7
"3646","B23002100000000",1959,45,"6","6","5",45.7
"3647","B23002200000000",1959,45,"6","6","5",37.6
"3648","B23002300000000",1960,45,"5","6","6",45.7
"3649","B23002400000000",1960,45,"N","N","N",53.9
"3650","B23002500000000",1960,45,"N","N","N",53.9
"3651","B23002600000000",1961,45,"N","N","N",53.9
"3652","B23002800000000",1963,45,"4","5","6",37.6
"3653","B23002900000000",1963,45,"7","7","6",42.5
"3654","B23003000000000",1965,45,"8","6","7",37.6
"3655","B23003100000000",1965,45,"N","N","N",53.9
"3656","B23003200000000",1965,45,"6","6","7",65.3
"3657","B23003300000000",1969,45,"6","7","6",49
"3658","B23003400000000",1977,45,"7","7","7",42.5
"3659","B23003500000000",1978,45,"7","7","7",65.3
"3660","B23003600000000",1978,45,"8","7","7",65.3
"3661","B23003700000000",1978,45,"7","6","6",49
"3662","B23003800000000",1968,45,"N","N","N",53.9
"3663","B23003900000000",1971,45,"N","N","N",53.9
"3664","B23004000000000",1975,45,"7","7","7",65.3
"3665","B23004100000000",1979,45,"6","6","7",67
"3666","B23004200000000",1980,45,"N","N","N",53.9
"3667","B23004300000000",1980,45,"6","8","7",75.1
"3668","B23004400000000",1982,45,"7","8","6",63.7
"3669","B23004500000000",1987,45,"6","6","8",65.3
"3670","B23004600000000",1981,45,"7","7","7",50.6
"3671","B23004700000000",1982,45,"7","8","8",31
"3672","B23004800000000",1981,45,"7","7","8",49
"3673","B23004900000000",1983,45,"6","6","7",55.5
"3674","B23005000000000",1982,45,"7","7","7",86.5
"3675","B23005100000000",1982,45,"N","N","N",53.9
"3676","B23005200000000",1983,45,"7","7","7",53.9
"3677","B23005300000000",1983,45,"7","8","7",49
"3678","B23005400000000",1920,45,"7","7","6",63.7
"3679","B23005500000000",1984,45,"7","8","7",57.2
"3680","B23005600000000",1984,45,"7","8","7",73.5
"3681","B23005700000000",1987,45,"N","N","N",53.9
"3682","B23005800000000",1985,45,"7","7","7",37.6
"3683","B23005900000000",1986,45,"7","7","7",49
"3684","B23006000000000",1986,45,"7","7","8",60.4
"3685","B23006100000000",1985,45,"6","6","7",57.2
"3686","B23006200000000",1986,45,"6","6","7",68.6
"3687","B23006300000000",1988,45,"7","7","7",55.5
"3688","B23006500000000",1988,45,"7","7","8",60.4
"3689","B23006600000000",1988,45,"7","7","7",63.7
"3690","B23006800000000",1988,45,"7","7","8",58.8
"3691","B23006900000000",1988,45,"6","6","7",60.4
"3692","B23007000000000",1988,45,"6","6","6",55.5
"3693","B23007100000000",1988,45,"7","7","7",63.7
"3694","B23007200000000",1988,45,"7","7","7",57.2
"3695","B23007300000000",1988,45,"N","N","N",53.9
"3696","B23007400000000",1995,45,"N","N","N",53.9
"3697","B23007500000000",1992,45,"N","N","N",53.9
"3698","B23007600000000",1990,45,"6","6","8",60.4
"3699","B23007900000000",1991,45,"6","6","8",60.4
"3700","B23008000000000",1990,45,"6","6","8",60.4
"3701","B23008100000000",1990,45,"7","7","8",63.7
"3702","B23008200000000",1990,45,"7","7","7",76.7
"3703","B23008300000000",1990,45,"7","7","8",70.2
"3704","B23008400000000",1991,45,"N","N","N",53.9
"3705","B23008500000000",1991,45,"7","7","8",62.1
"3706","B23008600000000",1991,45,"6","6","8",70.2
"3707","B23008700000000",1991,45,"N","N","N",53.9
"3708","B23008800000000",1992,45,"7","7","7",70.2
"3709","B23008900000000",1991,45,"7","7","8",63.7
"3710","B23009000000000",1991,45,"7","7","8",60.4
"3711","B23009100000000",1993,45,"7","8","7",60.4
"3712","B23009200000000",1992,45,"N","N","N",53.9
